YEAR,Cases Pending Investigation from Previous Year (Col.4),CasesReported,Cases Reopened for Investigation (Col.6),Total Cases for Investigation (Col.7=Col.4+ Col.5+ Col.6),Cases Not Investigated Under 157_1_b CRPC (Col.8),Cases Transferred to other State or Agency (Col.9),Cases Withdrawn by the Govt during investigation (Col.10),Fi0l Report - Cases Ended as FR Non Cognizable (Col.11),Fi0l Report - Cases Ended as Fi0l Report False (Col.12),Fi0l Report - Cases Ended as Mistake of Fact or of Law or Civil Dispute (Col.13),Fi0l Report - Cases True but Insufficient Evidence or Untraced or No Clue (Col.14),Fi0l Report - Cases Abated during Investigation (Col.15),Fi0l Report - Total (Col.16=Col.11+ Col.12+ Col.13+ Col.14+ Col.15),Chargesheets Submitted - Cases Chargesheeted Out of Cases from Previous Year (Col.17),Chargesheets Submitted - Cases Chargesheeted Out of Cases during the Year (Col.18),Chargesheets Submitted - Cases Chargesheeted (Col.19=Col.17+ Col.18),Total Cases Disposed Off by Police (Col.20=Col.8+ Col.9+ Col.16+ Col.19),Cases Quashed at Investigation Stage (Col.21),Cases Stayed at Investigation Stage (Col.22),Cases Pending Investigation at End of the Year (Col.23=Col.7- Col.10- Col.20- Col.21),Chargesheeting Rate (Col.24=Col.19/ Col.20) *100,Pendency Percent- age (Col.25=Col.23/ Col.7) *100,Category (Col.2)_Offences under IPC,Category (Col.2)_Offences under SLL,Category (Col.2)_Total Offences under I.T. Act,Category (Col.2)_Total Offences under IPC,Category (Col.2)_Total Offences under SLL,Crime Head (Col.3)_Abetment of Suicide (Online),Crime Head (Col.3)_Abetment to Commit Offences,Crime Head (Col.3)_Attempt to Commit Offences,Crime Head (Col.3)_Cheating,Crime Head (Col.3)_Cheating by perso0tion by using computer resource,Crime Head (Col.3)_Computer Related Offences,Crime Head (Col.3)_Copy Right Act,Crime Head (Col.3)_Counterfeiting,Crime Head (Col.3)_Credit Card/Debit Card,Crime Head (Col.3)_Currency,Crime Head (Col.3)_Cyber Blackmailing/Threatening,Crime Head (Col.3)_Cyber Stalking/Bullying of Women/Children,Crime Head (Col.3)_Cyber Terrorism,Crime Head (Col.3)_Data theft,Crime Head (Col.3)_Defamation/Morphing,Crime Head (Col.3)_Dishonestly receiving stolen computer resource or communication device,Crime Head (Col.3)_Fake News on Social Media,Crime Head (Col.3)_Fake News on Social Media ,Crime Head (Col.3)_Fake Profile,Crime Head (Col.3)_Forgery,Crime Head (Col.3)_Fraud,Crime Head (Col.3)_Gambling Act (Online Gambling),Crime Head (Col.3)_Identity Theft,Crime Head (Col.3)_Interception or Monitoring or decryption of Information,Crime Head (Col.3)_Lotteries Act (Online Lotteries),Crime Head (Col.3)_OTP Frauds,Crime Head (Col.3)_Offences other than Ransom-ware,Crime Head (Col.3)_Online Banking Fraud,Crime Head (Col.3)_Other Offences,Crime Head (Col.3)_Other SLL Crimes,Crime Head (Col.3)_Other Sections 67 IT Act,Crime Head (Col.3)_Other Sections of IT Act,Crime Head (Col.3)_Others,Crime Head (Col.3)_Preservation and retention of information by intermediaries,Crime Head (Col.3)_Publication/transmission of obscene / sexually explicit act in electronic form,Crime Head (Col.3)_Publication/transmission of obscene/sexually explicit act in electronic form,Crime Head (Col.3)_Publishing or transmitting obscene material in Electronic Form,Crime Head (Col.3)_Publishing or transmitting of material containing Sexually explicit act in electronic form,Crime Head (Col.3)_Publishing or transmitting of material depicting children in Sexually explicit act in electronic form,Crime Head (Col.3)_Ransom-ware,Crime Head (Col.3)_Ransomware,Crime Head (Col.3)_Stamps,Crime Head (Col.3)_Tampering Computer Source Documents,Crime Head (Col.3)_Tampering computer source documents,Crime Head (Col.3)_Trade Marks Act,Crime Head (Col.3)_Un-Authorized Access/Attempt to Access to Protected Computer System,Crime Head (Col.3)_Un-authorized access/attempt to  access to protected computer system,Crime Head (Col.3)_Un-authorized access/attempt to access to protected computer system,Crime Head (Col.3)_Violation of Privacy
2018,272,391,0,663,0,3,0,0,6,9,171,0,186,37,57,94,283,0,0,380,33.2,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3435,6688,1,10124,0,4,0,0,34,105,867,4,1010,188,273,461,1475,0,1,8649,31.3,85.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2482,2704,0,5186,0,20,0,2,47,131,1589,36,1805,262,434,696,2521,1,1,2664,27.6,51.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,273,389,0,662,0,3,0,0,14,8,116,0,138,53,69,122,263,0,1,399,46.4,60.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,19,21,0,40,0,0,0,0,0,0,10,0,10,3,2,5,15,0,0,25,33.3,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1713,3076,2,4791,0,4,0,2,106,94,761,2,965,278,879,1157,2126,3,0,2662,54.4,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,751,1334,0,2085,0,2,0,1,43,31,388,0,463,164,352,516,981,1,0,1103,52.6,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,563,1097,2,1662,0,2,0,1,33,38,163,1,236,76,364,440,678,2,0,982,64.9,59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018,67,82,0,149,0,0,0,0,0,9,27,0,36,3,35,38,74,0,0,75,51.4,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,27,27,0,54,0,0,0,0,2,1,13,0,16,2,6,8,24,0,0,30,33.3,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,305,536,0,841,0,0,0,0,28,15,170,1,214,33,122,155,369,0,0,472,42,56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,6,0,9,0,0,0,0,0,0,3,0,3,0,1,1,4,0,0,5,25,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,2,1,0,3,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,1,50,33.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,13,0,17,0,0,0,0,1,1,1,0,3,0,8,8,11,0,0,6,72.7,35.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1164,980,0,2144,0,4,0,2,43,98,442,0,585,184,206,390,979,1,0,1164,39.8,54.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,7,1,8,0,0,0,0,0,1,0,0,1,0,5,5,6,0,0,2,83.3,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,331,739,4,1074,0,1,0,0,11,15,81,0,107,89,301,390,498,1,0,575,78.3,53.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,332,106,0,438,0,0,0,0,1,15,116,0,132,22,14,36,168,0,0,270,21.4,61.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3528,3353,4,6885,0,1,0,1,9,165,1349,0,1524,310,534,844,2369,3,1,4513,35.6,65.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,455,309,1,765,0,0,0,0,0,14,164,0,178,37,47,84,262,0,0,503,32.1,65.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1574,1284,0,2858,0,0,0,0,2,70,510,0,582,166,258,424,1006,0,0,1852,42.1,64.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,744,968,1,1713,0,0,0,0,1,47,353,0,401,57,117,174,575,2,1,1136,30.3,66.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,266,319,1,586,0,1,0,0,3,4,168,0,175,8,26,34,210,0,0,376,16.2,64.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,489,473,1,963,0,0,0,1,3,30,154,0,188,42,86,128,316,1,0,646,40.5,67.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,3814,2051,0,5865,0,5,0,2,8,125,921,1,1057,234,237,471,1533,0,5,4332,30.7,73.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,209,260,1,470,0,0,0,0,2,11,32,0,45,17,24,41,86,0,0,384,47.7,81.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,9,18,1,28,0,0,0,0,2,0,2,0,4,1,4,5,9,0,0,19,55.6,67.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,99,78,1,178,0,0,0,0,0,1,42,0,43,17,32,49,92,0,0,86,53.3,48.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,2,2,15,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,14,100,93.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,2,1,14,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,13,100,92.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,226,223,0,449,0,0,0,0,4,1,31,0,36,28,74,102,138,1,1,310,73.9,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,106,97,1,204,0,0,0,0,0,4,6,1,11,3,31,34,45,0,0,159,75.6,77.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,997,1713,1,2711,0,3,0,4,28,61,278,3,374,210,578,788,1165,5,2,1541,67.6,56.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,20,20,1,41,0,0,0,0,0,0,0,0,0,2,17,19,19,0,0,22,100,53.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,11,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,103,62,0,165,0,0,0,0,4,0,12,0,16,3,23,26,42,0,0,123,61.9,74.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,12,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,32,22,0,54,0,0,0,0,0,2,5,0,7,0,9,9,16,0,0,38,56.3,70.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,165,173,0,338,0,0,0,0,3,6,90,0,99,12,30,42,141,1,1,196,29.8,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,15708,23612,4,39324,0,110,0,16,280,397,5700,52,6445,1753,1949,3702,10257,22,3,29045,36.1,73.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3727,4467,0,8194,0,2,0,16,63,124,2477,0,2680,894,714,1608,4290,4,1,3900,37.5,47.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,995,1023,0,2018,0,0,0,12,25,5,871,0,913,264,141,405,1318,1,0,699,30.7,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2732,3444,0,6176,0,2,0,4,38,119,1606,0,1767,630,573,1203,2972,3,1,3201,40.5,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,396,558,0,954,0,1,0,0,16,40,208,0,264,65,106,171,436,3,0,515,39.2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,8634,12255,0,20889,0,91,0,0,138,117,1633,3,1891,246,317,563,2545,5,0,18339,22.1,87.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2572,5520,3,8095,0,15,0,0,53,105,1229,49,1436,398,743,1141,2592,8,1,5495,44,67.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,379,812,1,1192,0,1,0,0,10,11,153,0,174,150,69,219,394,2,1,796,55.6,66.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,23,12,0,35,0,0,0,0,2,1,3,0,6,0,3,3,9,0,0,26,33.3,74.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2632,4187,2,6821,0,6,0,1,232,149,722,5,1109,458,1136,1594,2709,7,0,4105,58.8,60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1065,1845,0,2910,0,5,0,0,42,68,388,0,498,238,504,742,1245,3,0,1662,59.6,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,982,1394,2,2378,0,1,0,0,29,35,213,4,281,157,403,560,842,4,0,1532,66.5,64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,71,102,0,173,0,0,0,0,0,4,20,0,24,10,47,57,81,0,0,92,70.4,53.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,33,14,0,47,0,0,0,0,1,0,8,1,10,3,1,4,14,0,0,33,28.6,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,481,832,0,1313,0,0,0,1,160,42,93,0,296,50,181,231,527,0,0,786,43.8,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,9,0,14,0,0,0,0,0,0,2,0,2,1,7,8,10,0,0,4,80,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,5,14,0,19,0,0,0,0,0,0,1,0,1,0,10,10,11,0,0,8,90.9,42.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1244,2720,0,3964,0,1,0,0,694,87,1450,15,2246,237,254,491,2738,4,0,1222,17.9,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,8,0,9,0,0,0,0,0,0,0,0,0,1,4,5,5,0,0,4,100,44.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,559,777,0,1336,0,3,0,0,28,12,78,6,124,149,317,466,593,6,0,737,78.6,55.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,268,285,0,553,0,0,0,0,0,24,162,0,186,4,24,28,214,0,0,339,13.1,61.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4519,6233,11,10763,0,2,0,0,137,286,1824,4,2251,369,751,1120,3373,12,0,7378,33.2,68.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,513,367,0,880,0,0,0,0,2,10,132,2,146,37,30,67,213,1,0,666,31.5,75.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1860,2067,5,3932,0,0,0,0,76,117,554,0,747,129,319,448,1195,1,0,2736,37.5,69.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1136,2093,0,3229,0,2,0,0,14,85,588,2,689,117,145,262,953,9,0,2267,27.5,70.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,375,549,6,930,0,0,0,0,1,5,209,0,215,25,69,94,309,0,0,621,30.4,66.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,635,1157,0,1792,0,0,0,0,44,69,341,0,454,61,188,249,703,1,0,1088,35.4,60.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4298,3393,1,7692,0,4,0,0,29,90,1098,1,1218,227,309,536,1758,4,0,5930,30.5,77.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,380,512,0,892,0,0,0,0,1,13,25,0,39,99,28,127,166,3,0,723,76.5,81.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,19,19,0,38,0,0,0,0,0,0,1,0,1,1,3,4,5,0,0,33,80,86.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,76,87,0,163,0,0,0,0,8,0,22,0,30,16,19,35,65,0,0,98,53.8,60.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,14,5,0,19,0,0,0,0,0,0,1,0,1,2,3,5,6,0,0,13,83.3,68.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
